codprov,desprov,codenc,codanio,wciiu4d,deswciiu4d,wciiu2d,deswciiu2d,wciiu3d,deswciiu3d,wgruenc,deswgruenc,wregion,deswregion,letra,desletra,wgruserv,deswgruserv,categorización,descategorización,wperocup,deswperocup,wtraprod,deswtraprod,remunera,deprecia,totalpeoc,pstotalpeoc,tftotalpeoc,tegtotalpeoc,ototalpeoc,etotalpeoc,totalmuj,pstotalmuj,tftotalmuj,tegtotalmuj,ototalmuj,etotalmuj,psmsindisp,psmsindise,psmcondisp,psmcondise,tfmsindisp,tfmsindise,tfmcondisp,tfmcondise,tegmsindisp,tegmsindise,tegmcondisp,tegmcondise,omsindisp,omsindise,omcondisp,omcondise,emsindisp,emsindise,emcondisp,emcondise,totalhom,pstotalhom,tftotalhom,tegtotalhom,ototalhom,etotalhom,pshsindisp,pshsindise,pshcondisp,pshcondise,tfhsindisp,tfhsindise,tfhcondisp,tfhcondise,teghsindisp,teghsindise,teghcondisp,teghcondise,ohsindisp,ohsindise,ohcondisp,ohcondise,ehsindisp,ehsindise,ehcondisp,ehcondise,totalhorastrab,totalhorasext,totalsuelmh,suesaegm,suesaegh,suesaobm,suesaobh,suesaemu,suesaeho,perremun,totremun,suesalar,otraremu,sobresue,parutili,subfamil,indemniza,apopiess,fonreser,proartve,venartst,venartstp,venartste,ingxserv,oingxser,aumexpep,totinsum,matprima,repacces,envembal,gasopera,totingse,trafabri,trarepma,sertrans,ingxalqu,ingxcomi,veneneel,asesoria,otringut,margcome,trarepmx,flegastr,comeneel,comylubr,compaga3,gasxalqu,publicid,gasviamo,prisegur,sinipaga,prirease,liqresc,honprofe,comunica,agua,trafabh3,matofici,otrgasop,interese,impuesto,totvalcl,valgasol,valdiese,valfuelo,valgasli,valgasna,valaceit,valgrasa,valotrcl,cangasol,candiese,canfuelo,cangasli,cangasna,canaceit,cangrasa,vtee,veepyc,veecomp,vtagua,vaguapub,vaguanatu,ceepyc,ceecomp,caguapub,caguanatu,adqmyenv,adqeiycnv,adqmenv,adqeofnv,adqcomnv,adqvnv,adqnabnv,adqoafnv,totaladinu,adimyenu,adieycnu,adimenu,adieofnu,adicomnu,adivnu,adinabnu,adioafnu,comactnu,comactusad,venactfi,comnette,revajust,sal31dic,totexi1e,totexi31,ntprofplant,ntprofcben,ntprofccivil,vtotrempplant,vtotrempcben,vtotrempccivil,vtothcpplant,vtothcpcben,vtothcpccivil,tothimpplant,tothimpcben,tothimpccivil,ntestumatr,vtanuamtps,tbecasconc,ntitulotorg,ntunidafil,ntviajefec,dtrecokm,ntpastransp,tcargtranston,tpromsertrpas,tpromsertrcarg,honasitec,honservjuleg,honconaudt,honinfor,honcomv_mayor,honcomv_menor,hon_otros,alq_locedif,alq_mueens,alq_maques,alq_equipcomp,alq_tvregequiacc,alq_transpor,alq_otros,imp_ivacob,imp_ivapag,imp_conesp,imp_pred,imp_otrimp,ctaprop,eeyatotal,totadinu,eximpa1e_t,eximpa31_t,exicyl1e_t,exicyl31_t,exiobi1e_t,exiobi31_t,exipta1e_t,exipta31_t,exipep1e_t,exipep31_t,eximst1e_t,eximst31_t,totadquisi,k,fbkf_1,varexisbt,varexism,varexisci,totexi,fbk,cosvenst,prodtota,consint,totdispos,valag,totgadop
17,PICHINCHA,3,2012,1410,FABRICACIÓN DE PRENDAS DE VESTIR. EXCEPTO PRENDAS DE PIEL,14,FABRICACIÓN DE PRENDAS DE VESTIR,C141,FABRICACIÓN DE PRENDAS DE VESTIR. EXCEPTO PRENDAS DE PIEL,2,SERVICIOS,1,REGIÓN SIERRA,C,INDUSTRIAS MANUFACTURERAS,5,*OTROS SERVICIOS PRESTADOS A LA MINERÍA. A LA MANUFACTURA Y AL COMERCIO,3,MEDIANA EMPRESA B,4,DE 100 A 199,7,DE 2000000 Y 3999999,1028936,718,133,0,0,3,0,130,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,110,0,0,3,0,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,107,0,0,0,21520,96,43316,0,4500,0,0,6716,32100,133,1028936,696484,40623,113564,54867,0,1000,77110,45288,0,0,0,0,2609851,5282,0,710544,602098,108446,0,110419,2615133,0,0,0,0,0,0,0,5282,0,26142,0,538,4195,0,1121,0,54178,6329,0,0,0,15085,0,1945,0,886,445486,111,201970,4195,4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,538,1945,1945,0,0,0,0,0,192910,3985,0,0,5344,0,0,0,190914,181585,3985,0,0,5344,0,0,0,202239,0,11325,0,0,909253,59924.6,104413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15085,0,0,0,0,1121,0,0,0,0,0,0,317430,131401,0,0,9298,0,2483,190914,59924.6,104413,0,0,0,0,0,0,0,0,0,0,202239,1,190914,0,0,44488.4,44488.4,235402.4,0,2615133,1221960.6,-11325,1393172.4,555905
9,GUAYAS,3,2012,6520,REASEGUROS,65,SEGUROS. REASEGUROS Y FONDOS DE PENSIONES. EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,K652,REASEGUROS,2,SERVICIOS,2,REGIÓN COSTA,K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,4,GRANDE EMPRESAS,3,DE 50 A 99,9,DE DE 20000000 Y MAS,3079877,127471,54,0,0,3,0,51,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,0,19,0,0,3,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,8640,0,103724,0,20607,0,0,60659,22458,54,3079877,1126705,718257,131953,624690,0,269547,120186,88539,0,0,0,0,31122491,13432377,0,40853,40853,0,0,34166948,44554868,0,0,0,0,9783685,0,0,3648692,0,165763,20827,11988,58048,2187253,211807,10716,113569,53801,3400525,24142055,3548887,158017,80294,3398,0,0,3822622,16188,3251482,58048,58048,0,0,0,0,0,0,0,26505,0,0,0,0,0,0,11988,0,11988,3398,3398,0,0,29970,5150,0,0,0,17197,24677,0,36354,0,0,327280,0,308706,-4924,22594,0,904,0,0,78228,308706,59654,0,419790,2918857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451981,144617,13400,0,0,2187253,0,211807,0,0,0,0,0,0,3500213,661305,0,2844,398463,0,15386,327280,0,0,0,0,0,0,0,0,0,0,0,0,386934,1,327280,0,0,0,0,327280,0,44554868,38030423,-59654,6524445,37989570
24,SANTA ELENA,3,2012,9411,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES,94,ACTIVIDADES DE ASOCIACIONES,S941,ACTIVIDADES DE ASOCIACIONES EMPRESARIALES. PROFESIONALES Y DE EMPLEADORES,2,SERVICIOS,2,REGIÓN COSTA,S,OTRAS ACTIVIDADES DE SERVICIOS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,61645,4060,11,0,0,1,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1936,0,3690,0,300,0,0,1017,2373,11,61645,44315,0,9603,0,0,0,4941,2786,0,0,0,0,116457,0,0,28268,500,27768,0,21441,116457,0,0,0,0,0,0,0,0,0,6906,0,900,0,0,3355,1077,0,0,0,0,0,8303,900,0,0,0,0,0,14663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,900,0,0,0,0,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8303,0,0,0,0,0,3355,0,0,0,0,0,0,13920,300,0,0,600,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116457,49709,0,66748,21441
17,PICHINCHA,3,2012,6619,OTRAS ACTIVIDADES AUXILIARES A LAS ACTIVIDADES DE SERVICIOS FINANCIEROS,66,ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS,K661,ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS. EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES,2,SERVICIOS,1,REGIÓN SIERRA,K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,1,PEQUEÑA EMPRESA,3,DE 50 A 99,6,DE 800000 A 1999999,619206,9426,60,0,0,1,0,59,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,15,0,0,1,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,2,0,9600,0,21859,0,500,0,0,16607,4752,60,619206,252191,205605,51879,31246,0,20845,34752,22688,0,0,0,0,967435,0,0,7212,7212,0,0,380842,967435,0,0,0,0,0,0,0,0,0,523,0,304,0,0,44351,3854,8394,1154,0,0,0,313380,3002,0,0,5880,26598,0,80931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,304,0,0,0,0,1322,0,0,0,0,0,189,6298,0,0,0,6487,0,0,0,189,6298,0,0,0,6487,0,0,0,0,75114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14996,27700,2400,0,0,268284,44351,0,0,0,0,0,0,119037,45632,0,0,5005,0,304,6487,0,0,0,0,0,0,0,0,0,0,0,0,6487,1,6487,0,0,0,0,6487,0,967435,414652,0,552783,407440
17,PICHINCHA,3,2012,6619,OTRAS ACTIVIDADES AUXILIARES A LAS ACTIVIDADES DE SERVICIOS FINANCIEROS,66,ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS,K661,ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS. EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES,2,SERVICIOS,1,REGIÓN SIERRA,K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,4,DE 100 A 199,7,DE 2000000 Y 3999999,1064858,33725,100,0,0,1,0,99,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,50,0,0,1,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,2,0,16000,0,29236,0,328,0,0,14600,14308,100,1064858,350832,351624,122752,159165,0,0,52624,27861,0,0,0,0,3115410,0,0,14143,14143,0,0,882617,3115410,0,0,0,0,0,0,0,0,0,46971,0,11596,5130,0,523594,10150,12204,27180,0,0,0,206880,26226,3258,0,9428,183869,0,108660,5130,0,5130,0,0,0,0,0,0,0,4947,0,0,0,0,0,11596,0,11596,3258,3258,0,0,32100,3194,0,0,0,4886,0,15653,0,0,0,20539,0,0,4886,0,15653,0,0,0,20539,0,0,0,0,186825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152624,5500,48756,0,0,0,523594,0,0,0,0,0,0,336776,257434,0,0,25810,0,14854,20539,0,0,0,0,0,0,0,0,0,0,0,0,20539,1,20539,0,0,0,0,20539,0,3115410,1080629,0,2034781,1066486
22,ORELLANA,3,2012,910,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL,9,ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS,B091,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL,2,SERVICIOS,3,REGIÓN AMAZÓNICA,B,EXPLOTACIÓN DE MINAS Y CANTERAS,5,*OTROS SERVICIOS PRESTADOS A LA MINERÍA. A LA MANUFACTURA Y AL COMERCIO,4,GRANDE EMPRESAS,3,DE 50 A 99,9,DE DE 20000000 Y MAS,7560012,3882505,96,0,0,3,0,93,11,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,85,0,0,2,0,83,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80,0,3,0,15360,0,151723,5270,9870,0,0,15330,121253,96,7560012,1426448,183633,233709,5305331,0,160385,159049,91457,0,0,0,0,59580009,0,0,920280,920280,0,0,8573503,59580009,0,0,0,0,0,0,0,0,0,1718611,428866,6615,4167279,0,1240445,0,0,327511,0,0,0,607816,75115,1245,0,0,8043253,122600,5020908,4167279,0,4167279,0,0,0,0,0,0,0,3968837,0,0,0,0,0,6615,0,6615,1245,1245,0,0,26460,607,0,25988,0,42107,0,41313,177182,0,3909459,4196049,25988,0,42107,0,41313,177182,0,3909459,4196049,0,0,0,0,59802814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81827,3760,45,0,0,522184,1240445,0,0,0,0,0,0,7077307,2625024,0,25000,529361,0,7860,4196049,0,0,0,0,0,0,0,0,0,0,0,0,4196049,1,4196049,0,0,0,0,4196049,0,59580009,17537036,0,42042973,16616756
17,PICHINCHA,3,2012,7020,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,70,ACTIVIDADES DE OFICINAS PRINCIPALES. ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,M702,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,2,SERVICIOS,1,REGIÓN SIERRA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,136751,0,14,0,0,2,0,12,9,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2240,0,8566,2500,1000,0,0,2688,2378,14,136751,94622,4401,16141,0,0,0,13705,7882,0,0,0,0,188438,582,0,2145,2145,0,0,40961,189020,0,0,0,0,0,0,0,582,0,3795,0,6876,0,0,3044,0,9499,0,0,0,0,3375,4965,1875,0,7532,6952,0,-14829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6876,0,6876,1875,1875,0,0,62509,2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,0,0,0,0,3044,0,0,0,0,0,0,22612,39652,0,0,1265,0,8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,189020,50058,0,138962,47913
9,GUAYAS,3,2012,4520,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,45,COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,G452,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,2,SERVICIOS,2,REGIÓN COSTA,G,COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,5,*OTROS SERVICIOS PRESTADOS A LA MINERÍA. A LA MANUFACTURA Y AL COMERCIO,1,PEQUEÑA EMPRESA,2,DE 20 A 49,4,DE 200000 A 399999,193222,11079,22,0,0,1,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,1,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,5205,67,11862,0,1805,0,0,368,9689,22,193222,127797,23215,18111,0,0,0,15185,8914,0,0,0,0,343680,4964,0,151106,151106,0,0,105308,348644,0,0,0,0,0,0,0,4964,0,63047,2708,355,14601,0,0,0,0,5515,0,0,0,16138,0,0,0,2944,16416,0,-1304,14601,1184,13417,0,0,0,0,0,0,877,14427,0,0,0,0,0,355,0,355,0,0,0,0,4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16138,0,0,0,0,0,0,0,0,0,0,0,13818,17563,0,0,1164,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,348644,272830,0,75814,121724
17,PICHINCHA,3,2012,6820,ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO,68,ACTIVIDADES INMOBILIARIAS,L682,ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO,2,SERVICIOS,1,REGIÓN SIERRA,L,ACTIVIDADES INMOBILIARIAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,3,DE 50 A 99,7,DE 2000000 Y 3999999,1537690,66114,76,0,0,2,0,74,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,42,0,0,2,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,0,2,0,13376,80,76682,0,2614,0,0,21800,52268,76,1537690,888083,304865,136940,4286,0,2552,128451,72513,0,1030090,1030090,0,2177910,113859,0,55630,55630,0,0,566563,2291769,0,0,0,76494,0,0,0,37365,146017,117354,8196,6246,1265,0,38228,42618,13115,34100,0,0,0,234094,35848,6868,0,28631,169262,175046,265905,1265,1265,0,0,0,0,0,0,0,610,0,0,0,0,0,0,6246,0,6246,6868,6868,0,0,48900,6250,0,2654,0,1148,3985,6342,0,0,0,10236,2654,0,41,2592,4949,0,0,0,14129,0,3893,0,0,753354,206018,206018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,1016,0,0,0,216778,38228,0,0,0,0,0,0,274493,68927,0,4961,46498,0,13114,10236,0,0,0,0,0,0,0,0,0,0,206018,206018,14129,1,10236,0,0,0,0,10236,-884073,2437786,791455,-3893,1646331,735825
9,GUAYAS,3,2012,7110,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,71,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA. ENSAYOS Y ANÁLISIS TÉCNICOS,M711,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,2,SERVICIOS,2,REGIÓN COSTA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,1,PEQUEÑA EMPRESA,2,DE 20 A 49,6,DE 800000 A 1999999,312666,17387,23,0,0,2,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,2,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,4440,68,16718,0,3500,0,0,3360,9858,23,312666,190665,4721,40321,41162,0,0,21259,14538,0,0,0,0,974160,0,0,24104,2000,22104,0,119924,974160,0,0,0,0,0,0,0,0,0,72828,0,2842,8849,0,21500,0,0,0,0,0,0,3968,5347,599,0,3991,269238,0,63698,8849,1327,7522,0,0,0,0,0,0,705,7232,0,0,0,0,0,2842,0,2842,599,599,0,0,26243,766,0,0,0,0,0,0,38205,0,0,-9265,0,0,0,0,0,-9265,0,0,38205,0,47470,0,0,193895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9176,3530,0,0,0,0,438,21500,0,0,0,0,0,0,102850,42890,0,147,1685,0,3441,-9265,0,0,0,0,0,0,0,0,0,0,0,0,38205,1,-9265,0,0,0,0,-9265,0,974160,413266,-47470,560894,389162
17,PICHINCHA,3,2012,7110,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,71,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA. ENSAYOS Y ANÁLISIS TÉCNICOS,M711,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,2,SERVICIOS,1,REGIÓN SIERRA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,2,DE 20 A 49,6,DE 800000 A 1999999,623670,11171,47,0,0,2,0,45,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,43,0,0,2,0,41,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,40,0,1,0,7520,0,22846,0,3100,0,0,1871,17875,47,623670,257943,193926,62600,11389,0,47564,28761,21487,0,819595,819595,0,1223949,0,0,172998,157378,15620,0,235447,1223949,0,0,0,0,0,0,0,0,-104,19296,7538,2399,13524,0,3700,3704,7578,3679,0,0,0,125870,22711,395,0,25053,69263,17882,96009,13524,13524,0,0,0,0,0,0,0,7956,0,0,0,0,0,0,2399,0,2399,395,395,0,0,23990,343,0,1283,0,245,0,1580,0,0,0,23108,1283,20000,245,0,1580,0,0,0,3108,20000,0,0,0,335826,163919,93620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63290,13480,49100,0,0,0,3700,0,0,0,0,0,0,325072,257943,0,812,25489,0,2794,23108,0,0,0,0,0,0,0,0,0,0,163919,93620,23108,1,23108,0,-70299,0,-70299,-47191,-819699,1153546,477708,0,675838,304710
9,GUAYAS,3,2012,7110,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,71,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA. ENSAYOS Y ANÁLISIS TÉCNICOS,M711,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,2,SERVICIOS,2,REGIÓN COSTA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,4,GRANDE EMPRESAS,2,DE 20 A 49,8,DE 4000000 Y 19999999,586872,80773,35,0,0,2,0,33,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,26,0,0,2,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,0,5880,251,32501,0,2000,0,0,8721,21780,35,586872,368174,11802,51215,83169,792,0,41051,30669,0,0,0,0,9287534,0,0,47754,47754,0,0,2274309,9287534,0,0,0,0,0,0,0,0,0,119867,32613,5400,15553,0,19880,1607697,369696,83914,0,0,0,0,11170,8519,0,0,5797287,0,599265,15553,3111,12442,0,0,0,0,0,0,1637,12826,0,0,0,0,0,5400,0,5400,8519,8519,0,0,41538,4604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472960,0,0,0,0,0,0,19880,0,0,0,0,0,0,834064,264041,0,0,25561,0,13919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9287534,8119350,0,1168184,8071596
17,PICHINCHA,3,2012,7020,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,70,ACTIVIDADES DE OFICINAS PRINCIPALES. ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,M702,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,2,SERVICIOS,1,REGIÓN SIERRA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,3,DE 50 A 99,7,DE 2000000 Y 3999999,1128462,48979,63,0,0,5,0,58,46,0,0,4,0,42,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,0,0,0,17,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,10000,0,64715,21332,5200,0,0,28717,9466,63,1128462,702894,138522,118019,27461,0,0,78373,63193,0,0,0,0,2672771,0,0,36311,36311,0,0,513870,2672771,0,0,0,0,0,0,0,0,0,33916,55130,5207,169853,0,69247,6824,11406,4759,0,0,0,31995,70503,564,0,54466,774051,0,175896,169853,101912,67941,0,0,0,0,0,0,59948,71517,0,0,0,0,0,5207,0,5207,564,564,0,0,14400,816,0,0,1467,3300,3704,5666,84920,0,0,69593,0,1467,-2765,-4125,-9904,84920,0,0,99057,0,29464,0,0,291775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76316,31995,0,0,0,0,0,69247,0,0,0,0,0,0,253005,92593,0,0,8456,0,5771,69593,0,0,0,0,0,0,0,0,0,0,0,0,99057,1,69593,0,0,0,0,69593,0,2672771,1324232,-29464,1348539,1287921
9,GUAYAS,3,2012,7490,"OTRAS ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS N,C,P",74,OTRAS ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,M749,OTRAS ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS NCP,2,SERVICIOS,2,REGIÓN COSTA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,3,DE 50 A 99,7,DE 2000000 Y 3999999,793944,73192,54,0,0,1,0,53,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,35,0,0,1,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,1,0,8480,0,40092,0,3552,0,0,14433,22107,54,793944,481124,0,207463,1720,0,5322,59659,38656,0,0,0,0,2184140,0,0,7347,7347,0,0,464608,2184140,0,0,0,0,0,0,0,0,0,0,0,0,25847,0,109524,1019,33787,12914,0,0,0,239754,41331,432,0,0,816560,0,145580,25847,25847,0,0,0,0,0,0,0,15385,0,0,0,0,0,0,0,0,0,432,432,0,0,0,540,0,0,0,0,0,0,0,0,0,-32142,-1563,0,-3625,0,-4991,-21963,0,0,0,0,32142,0,0,491755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239754,0,0,0,0,109524,0,0,0,0,0,0,262096,135258,0,0,13931,0,432,-32142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-32142,0,0,0,0,-32142,0,2184140,1288515,-32142,895625,1281168
