codprov,desprov,codenc,codanio,wciiu4d,deswciiu4d,wciiu2d,deswciiu2d,wciiu3d,deswciiu3d,wgruenc,deswgruenc,wregion,deswregion,letra,desletra,wgruserv,deswgruserv,categorización,descategorización,wperocup,deswperocup,wtraprod,deswtraprod,remunera,deprecia,totalpeoc,pstotalpeoc,tftotalpeoc,tegtotalpeoc,ototalpeoc,etotalpeoc,totalmuj,pstotalmuj,tftotalmuj,tegtotalmuj,ototalmuj,etotalmuj,psmsindisp,psmsindise,psmcondisp,psmcondise,tfmsindisp,tfmsindise,tfmcondisp,tfmcondise,tegmsindisp,tegmsindise,tegmcondisp,tegmcondise,omsindisp,omsindise,omcondisp,omcondise,emsindisp,emsindise,emcondisp,emcondise,totalhom,pstotalhom,tftotalhom,tegtotalhom,ototalhom,etotalhom,pshsindisp,pshsindise,pshcondisp,pshcondise,tfhsindisp,tfhsindise,tfhcondisp,tfhcondise,teghsindisp,teghsindise,teghcondisp,teghcondise,ohsindisp,ohsindise,ohcondisp,ohcondise,ehsindisp,ehsindise,ehcondisp,ehcondise,totalhorastrab,totalhorasext,totalsuelmh,suesaegm,suesaegh,suesaobm,suesaobh,suesaemu,suesaeho,perremun,totremun,suesalar,otraremu,sobresue,parutili,subfamil,indemniza,apopiess,fonreser,proartve,venartst,venartstp,venartste,ingxserv,oingxser,aumexpep,totinsum,matprima,repacces,envembal,gasopera,totingse,trafabri,trarepma,sertrans,ingxalqu,ingxcomi,veneneel,asesoria,otringut,margcome,trarepmx,flegastr,comeneel,comylubr,compaga3,gasxalqu,publicid,gasviamo,prisegur,sinipaga,prirease,liqresc,honprofe,comunica,agua,trafabh3,matofici,otrgasop,interese,impuesto,totvalcl,valgasol,valdiese,valfuelo,valgasli,valgasna,valaceit,valgrasa,valotrcl,cangasol,candiese,canfuelo,cangasli,cangasna,canaceit,cangrasa,vtee,veepyc,veecomp,vtagua,vaguapub,vaguanatu,ceepyc,ceecomp,caguapub,caguanatu,adqmyenv,adqeiycnv,adqmenv,adqeofnv,adqcomnv,adqvnv,adqnabnv,adqoafnv,totaladinu,adimyenu,adieycnu,adimenu,adieofnu,adicomnu,adivnu,adinabnu,adioafnu,comactnu,comactusad,venactfi,comnette,revajust,sal31dic,totexi1e,totexi31,ntprofplant,ntprofcben,ntprofccivil,vtotrempplant,vtotrempcben,vtotrempccivil,vtothcpplant,vtothcpcben,vtothcpccivil,tothimpplant,tothimpcben,tothimpccivil,ntestumatr,vtanuamtps,tbecasconc,ntitulotorg,ntunidafil,ntviajefec,dtrecokm,ntpastransp,tcargtranston,tpromsertrpas,tpromsertrcarg,honasitec,honservjuleg,honconaudt,honinfor,honcomv_mayor,honcomv_menor,hon_otros,alq_locedif,alq_mueens,alq_maques,alq_equipcomp,alq_tvregequiacc,alq_transpor,alq_otros,imp_ivacob,imp_ivapag,imp_conesp,imp_pred,imp_otrimp,ctaprop,eeyatotal,totadinu,eximpa1e_t,eximpa31_t,exicyl1e_t,exicyl31_t,exiobi1e_t,exiobi31_t,exipta1e_t,exipta31_t,exipep1e_t,exipep31_t,eximst1e_t,eximst31_t,totadquisi,k,fbkf_1,varexisbt,varexism,varexisci,totexi,fbk,cosvenst,prodtota,consint,totdispos,valag,totgadop
9,GUAYAS,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,4,GRANDE EMPRESAS,5,DE 200 A 499,8,DE 4000000 Y 19999999,1857663,453414,230,0,0,1,0,229,71,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,3,0,159,0,0,1,0,158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151,0,7,0,37873,0,89357,0,4400,0,0,30102,54855,230,1857663,1151690,2699,240098,232540,0,3572,142732,84332,0,0,0,0,8870421,100727,0,1208791,1208791,0,0,1923620,8971148,0,0,0,100727,0,0,0,0,0,623726,34671,237169,77752,499896,3709,42305,51047,78838,0,0,0,20060,96949,78592,0,78906,2219270,0,682159,77752,0,39291,0,38461,0,0,0,0,0,41358,0,128206,0,0,0,237169,0,237169,78592,78592,0,0,3816993,35992,0,92086,0,22148,18600,54074,0,0,0,186908,92086,0,22148,18600,54074,0,0,0,186908,0,0,0,0,19990155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782743,7846,12214,0,0,499896,0,3709,0,0,0,0,0,0,1074135,415030,0,15857,5755,0,315761,186908,0,0,0,0,0,0,0,0,0,0,0,0,186908,1,186908,0,0,0,0,186908,0,8971148,5351681,0,3619467,4142890
17,PICHINCHA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,4,GRANDE EMPRESAS,5,DE 200 A 499,8,DE 4000000 Y 19999999,2047841,587899,212,0,0,5,0,207,66,0,0,2,0,64,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,61,0,3,0,146,0,0,3,0,143,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,140,0,3,0,50880,2580,97348,4500,8200,0,0,28806,55842,212,2047841,1149755,227292,161555,294409,0,0,135004,79826,0,0,0,0,9816091,221591,0,1243741,1243741,0,0,2854678,10037682,0,0,0,0,0,0,0,221591,0,190170,265494,153504,84159,250245,518230,129642,18591,158052,0,0,0,961146,44400,27521,0,53524,1301406,0,1402563,84159,0,47040,0,37119,0,0,0,0,0,48000,0,86323,0,0,0,153504,0,153504,27521,27521,0,0,2189474,27430,0,73531,410072,111094,0,49708,0,0,16038,660443,73531,410072,111094,0,49708,0,0,16038,660443,0,0,0,0,20277313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13193,0,21800,0,0,250245,939346,518230,0,0,0,0,0,0,1712610,515196,0,824,192828,0,181025,660443,0,0,0,0,0,0,0,0,0,0,0,0,660443,1,660443,0,0,0,0,660443,0,10037682,5399825,0,4637857,4156084
23,SANTO DOMINGO DE LOS TSÁCHILAS,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,21064,0,6,1,1,1,0,3,5,1,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,960,0,1169,292,0,0,0,585,292,4,21064,13866,1323,2333,1857,0,0,1546,139,0,0,0,0,109117,0,0,28517,28517,0,0,20285,109117,0,0,0,0,0,0,0,0,0,2739,60,4800,346,0,0,0,0,0,0,0,0,1178,1559,2600,0,7003,20357,7003,10513,346,69,0,0,277,0,0,0,0,47,0,0,426,0,0,0,4800,0,4800,2600,2600,0,0,43636,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,12567,3422,0,871,359,0,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109117,69159,0,39958,40642
9,GUAYAS,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,2,DE 20 A 49,6,DE 800000 A 1999999,194491,26881,26,0,0,2,0,24,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,2,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,1,4160,350,9483,0,1528,0,0,3279,4676,26,194491,133678,0,18872,16730,0,0,14905,10306,0,0,0,0,972104,0,0,279358,279358,0,0,119709,972104,0,0,0,0,0,0,0,0,0,32913,0,19388,530,0,24000,5717,1406,0,0,0,0,0,22312,11577,0,1866,243994,693,82118,530,0,530,0,0,0,0,0,0,0,482,0,0,0,0,0,19388,0,19388,11577,11577,0,0,84295,5647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,116652,46708,0,0,10838,0,30965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,972104,643061,0,329043,363703
8,ESMERALDAS,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,56865,10067,8,0,0,2,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1280,532,2817,0,589,0,0,1528,700,8,56865,33814,5000,8560,905,2000,0,3770,2816,0,0,0,0,107562,0,0,1500,1500,0,0,36752,107562,0,0,0,0,0,0,0,0,0,0,0,3412,1240,0,10200,1000,2300,5400,0,0,0,6800,2300,1600,0,2500,4880,0,7677,1240,1240,0,0,0,0,0,0,0,670,0,0,0,0,0,0,3412,0,3412,1600,1600,0,0,34120,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,3500,0,0,0,0,10200,0,0,0,0,0,0,12907,8068,0,0,2500,0,5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107562,43132,0,64430,41632
17,PICHINCHA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,2,MEDIANA EMPRESA A,3,DE 50 A 99,6,DE 800000 A 1999999,496376,7930,60,0,0,11,0,49,15,0,0,4,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,45,0,0,7,0,38,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37,0,1,0,9600,0,24936,2240,5480,0,0,4219,12997,60,496376,291769,3720,34617,74817,0,34617,32532,24304,0,0,0,0,1230436,0,0,30587,30587,0,0,219784,1230436,0,0,0,0,0,0,0,0,0,37867,7861,33615,26663,0,18707,18174,267,9419,0,0,0,24700,13581,9587,0,19343,41650,0,156717,26663,26663,0,0,0,0,0,0,0,15236,0,0,0,0,0,0,33615,0,33615,9587,9587,0,0,134460,4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9880,14820,0,0,0,0,18707,0,0,0,0,0,0,147652,1084,0,5400,1832,0,43202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1230436,292021,0,938415,261434
8,ESMERALDAS,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,4,DE 200000 A 399999,105495,14556,16,0,0,1,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2720,0,5436,0,321,0,0,2871,2244,16,105495,63416,12568,15287,1872,0,0,7070,5282,0,0,0,0,205010,0,0,2157,2157,0,0,49856,205010,0,0,0,0,0,0,0,0,0,14468,60,2135,8745,0,1491,581,9658,874,0,0,0,2568,4600,1150,0,3526,16954,3200,16454,8745,8745,0,0,0,0,0,0,0,4484,0,0,0,0,0,0,2135,0,2135,1150,1150,0,0,26687,1825,0,0,0,0,0,3000,0,0,0,3000,0,0,0,0,3000,0,0,0,3000,0,0,0,0,92421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1568,0,0,0,0,1491,0,0,0,0,0,0,24601,10334,0,0,1553,0,3285,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000,1,3000,0,0,0,0,3000,0,205010,68967,0,136043,66810
1,AZUAY,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,56272,5481,12,1,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2016,0,3288,0,0,0,0,1810,1478,11,56272,41691,1737,6062,0,0,0,4649,2133,0,0,0,0,111150,0,0,37906,37906,0,0,21519,111150,0,0,0,0,0,0,0,0,0,6600,18,4436,1911,0,0,608,0,0,0,0,0,0,6641,408,0,897,9112,20496,12382,1911,1783,0,0,128,0,0,0,0,1274,0,0,989,0,0,0,4436,0,4436,408,408,0,0,15842,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,13338,2100,0,0,728,0,4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111150,68537,0,42613,30631
10,IMBABURA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,4,DE 200000 A 399999,98437,20478,15,1,1,3,0,10,9,1,0,3,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2960,0,4610,1234,0,0,0,1510,1866,13,98437,59322,11751,7355,9086,0,0,6614,4309,0,0,0,0,252228,0,0,29086,28401,0,685,42852,252228,0,0,0,0,0,0,0,0,0,14934,324,6197,7218,0,0,0,0,0,0,0,0,0,4475,9418,0,286,4204,1404,22945,7218,866,5414,0,938,0,0,0,0,585,5524,0,2181,0,0,0,6197,0,6197,9418,9418,0,0,59296,5840,0,4510,0,8038,0,2453,0,0,0,15001,4510,0,8038,0,2453,0,0,0,15001,0,0,0,0,240667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30267,12000,0,210,3875,0,15615,15001,0,0,0,0,0,0,0,0,0,0,0,0,15001,1,15001,0,0,0,0,15001,0,252228,76142,0,176086,47056
9,GUAYAS,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,2,DE 20 A 49,5,DE 400000 A 799999,154243,64212,21,0,0,1,0,20,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3528,0,7256,0,1100,0,0,5256,900,21,154243,101286,0,19794,15808,0,0,11293,6062,0,0,0,0,519575,0,0,5720,5720,0,0,107331,519575,0,0,0,0,0,0,0,0,0,18806,0,17315,0,0,0,859,0,0,0,0,0,34117,2214,30341,0,3679,77091,0,53885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17315,0,17315,30341,30341,0,0,75282,14800,0,0,85446,643,0,232,0,0,0,86321,0,85446,643,0,232,0,0,0,86321,0,0,0,0,1585074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20470,13647,0,0,0,0,0,0,0,0,0,0,0,64202,31714,0,4294,16091,0,47656,86321,0,0,0,0,0,0,0,0,0,0,0,0,86321,1,86321,0,0,0,0,86321,0,519575,190142,0,329433,184422
7,EL ORO,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,5,DE 400000 A 799999,54630,0,11,0,0,1,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1954,0,3565,0,560,0,0,1530,1475,11,54630,36580,2748,5797,2941,0,0,4078,2486,0,0,0,0,411749,0,0,173383,173383,0,0,125297,411749,0,0,0,0,0,0,0,0,0,4746,334,13104,5115,0,0,298,0,0,0,0,0,3876,4788,816,0,92220,31336,3117,36621,5115,408,0,0,4707,0,0,0,0,275,0,0,13448,0,0,0,13104,0,13104,816,816,0,0,163800,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118986,221.2,217.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3876,0,0,0,0,0,0,0,0,0,0,0,49409,20108,0,2976,3986,0,13920,0,221.2,217.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.6,-3.6,-3.6,0,411749,330019.6,0,81729.4,156633
11,LOJA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,4,DE 200000 A 399999,103397,32880,11,0,0,1,0,10,5,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1936,0,5923,893,0,0,0,2027,3003,11,103397,74369,0,18837,0,0,0,8302,1889,0,0,0,0,207358,0,0,27438,27438,0,0,34554,207358,0,0,0,0,0,0,0,0,0,3806,154,4800,5071,0,0,3160,0,0,0,0,0,5822,6624,1200,0,3917,7894,12411,23197,5071,0,0,0,5071,0,0,0,0,0,0,0,4226,0,0,0,4800,0,4800,1200,1200,0,0,48000,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620867,606.2,221.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5822,0,0,0,0,0,0,0,0,0,0,0,24882,5215,0,160,2636,0,6000,0,606.2,221.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-385,-385,-385,0,207358,70271,0,137087,42448
17,PICHINCHA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,4,DE 200000 A 399999,52994,20784,8,0,0,1,0,7,6,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1280,0,2650,450,0,0,0,1600,600,8,52994,30139,0,8102,8646,0,0,3599,2508,0,0,0,0,228652,0,0,17600,17600,0,0,54410,228652,0,0,0,0,0,0,0,0,0,18703,0,3000,2815,0,0,518,0,0,0,0,0,9600,5879,1600,0,12295,15321,1100,41216,2815,2815,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,3000,0,3000,1600,1600,0,0,25000,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,27014,3245,0,2300,14846,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,228652,87331,0,141321,69731
17,PICHINCHA,3,2012,7911,ACTIVIDADES DE AGENCIAS DE VIAJES,79,ACTIVIDADES DE AGENCIAS DE VIAJES. OPERADORES TURÍSTICOS. SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS,N791,ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURÍSTICOS,2,SERVICIOS,1,REGIÓN SIERRA,N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,4,GRANDE EMPRESAS,6,DE 500 Y MÁS,9,DE DE 20000000 Y MAS,5825721,1829639,653,0,0,8,0,645,324,0,0,1,0,323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,319,0,4,0,329,0,0,7,0,322,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,302,0,20,0,104480,0,409613,3500,13300,0,0,155795,237018,653,5825721,3472628,925299,792096,0,0,8080,431601,196017,0,0,0,0,23959782,83775,0,211023,211023,0,0,4606490,24043557,0,0,0,0,83775,0,0,0,0,918400,433698,324319,386993,0,176930,548120,149572,158667,0,0,0,537765,244357,217318,0,510351,8448202,2596095,3148185,386993,16394,0,0,370599,0,0,0,0,9700,0,0,322000,0,0,0,324319,0,324319,217318,217318,0,0,1000000,360000,0,1377113,0,0,1458122,306265,101836,0,229175,4240415,1370540,820015,0,1438782,305058,76845,0,229175,3472511,7164054,6396150,3154513,1326349,76085382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189141,13867,0,0,0,334757,176930,0,0,0,0,0,0,2093617,878845,0,156723,1741964,0,541637,4240415,0,0,0,0,0,0,0,0,0,0,0,0,10636565,1,4240415,0,0,0,0,4240415,0,24043557,13265715,-6396150,10777842,13054692
17,PICHINCHA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,2,DE 20 A 49,4,DE 200000 A 399999,123376,15060,20,1,0,1,0,18,18,1,0,1,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3344,0,7170,1400,0,0,0,4706,1064,19,123376,72633,13036,0,20964,0,0,9480,7263,0,0,0,0,347980,1096,0,1816,1816,0,0,81048,349076,0,0,1096,0,0,0,0,0,0,1052,6673,435,3495,0,26682,7797,1300,0,0,0,0,6720,25395,0,0,1499,6749,0,24981,3495,2135,1360,0,0,0,0,0,0,1256,1511,0,0,0,0,0,435,0,435,0,0,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5624,0,0,0,1096,26682,0,0,0,0,0,0,41777,19028,0,0,1506,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,349076,89613,0,259463,87797
